Species_name,MGRS_10X10
Melilotus indicus,30SVH98
Petrosedum amplexicaule,30TTK63
Hypochaeris radicata,30TTK66
Echium vulgare,30TUL76
Rumex angiocarpus,29SQC32
Ornithopus compressus,29SPC98
Trifolium scabrum,29SQD00
Carduus bourgaei,29SPD81
Leucanthemopsis pallida,30TUK26
Phleum bertolonii,29SQD31
Carex hispida,29SPD50
Avena barbata,30TTP82
Sonchus oleraceus,29SQC16
Juncus tenageia,29SQC16
Thymus mastichina,30TTK66
Tuberaria guttata,29SPE70
Bromus tectorum,30TTK66
Crepis vesicaria,29SQC52
Cerastium arvense,30TTK75
Echium tuberculatum,29SQB09
Silene latifolia,29SQC31
Lavandula pedunculata,29SNC23
Polycarpon tetraphyllum,29SQC37
Sedum arenarium,30TVK29
Gagea soleirolii,30TTK76
Torilis arvensis,30STJ96
Trifolium fragiferum,29SPC98
Thymus camphoratus,29SNB31
Paulownia tomentosa,30STH42
Quercus coccifera,29SMD93
Scorzonera angustifolia,29SQC06
Gagea soleirolii,30TTK76
Trifolium arvense,29TQE38
Chamaeleon gummifer,29SQD01
Helichrysum stoechas,29SQC43
Osyris alba,29SQC06
Quercus diosdadoi,30STK62
Hypericum perforatum,29SPD92
Scorpiurus muricatus,29SQC36
Viola kitaibeliana,30TTK76
Silene colorata,29SQC16
Rumex intermedius,29SQC54
Nardus stricta,30TTK76
Anthyllis lotoides,29SPC94
Teucrium scorodonia,30TTK63
Linum bienne,29SPD83
Juncus tenageia,30SUJ43
Celtis australis,30TTK63
Orobanche crenata,29SPD59
Stachys ocymastrum,30STH51
Lemna gibba,29SQD10
Stipa gigantea,30TTL73
Sideritis hirsuta,29SNB50
Trifolium glomeratum,29SPC96
Anthyllis cornicina,30SUJ71
Anchusa undulata,29SQE20
Scorzonera angustifolia,29SQC26
Hypochaeris radicata,29SQC31
Poa trivialis,29SQC14
Cistus crispus,29SQD42
Silene gallica,29SQC06
Vicia sativa,29SPD45
Orchis mascula,29SQC21
Pinus pinea,29SQC31
Cynara humilis,29SPC78
Misopates orontium,29SPD82
Hordeum marinum,29SQD02
Rumex induratus,29SPD83
Bromus hordeaceus,29SQC31
Acer monspessulanum,30SUJ21
Crepis vesicaria,29SPD45
Aegilops geniculata,29SQC24
Crepis vesicaria,29SPC62
Bromus hordeaceus,29SPC95
Rumex induratus,29SQC25
Thymelaea villosa,30STJ76
Vicia benghalensis,30TUL76
Teucrium pseudochamaepitys,29SQC37
Antirrhinum graniticum,30TTK64
Quercus canariensis,29TPF88
Briza maxima,29SQE20
Klasea integrifolia,30SUJ62
Euphorbia peplus,29SQC16
Echium plantagineum,29SPC98
Galium verrucosum,30STH33
Genista hirsuta,29SQD27
Taraxacum nordstedtii,30TTK76
Bromus hordeaceus,30STJ76
Callitriche stagnalis,30STJ76
Lamium purpureum,30TTK55
Veronica anagallis-aquatica,29SQC25
Trifolium campestre,29SPC67
Asperugo procumbens,30TTL82
Senecio gallicus,29SQC31
Crataegus monogyna,30STH42
Hispidella hispanica,29TPE95
Galium tricornutum,29SQC37
Calystegia sepium,30TTP62
Arum italicum,29SPC94
Logfia gallica,30SUJ21
Geranium lucidum,30TTK56
Verbascum rotundifolium,29SQC39
Quercus canariensis,29TPF87
Valerianella discoidea,30STH62
Narcissus bulbocodium,29TPE16
Carex divulsa,29SPD50
Valerianella discoidea,29SQC24
Ventenata macra,29SPE70
Rosa canina,30TTK94
Genista hirsuta,29SNB25
Dorycnium rectum,30SUJ62
Scolymus maculatus,29SPC88
Rubia peregrina,30TTP82
Anacamptis morio,30TTK66
Crataegus monogyna,30SUJ43
Bromus diandrus,30STJ56
Teesdalia coronopifolia,29TQE16
Arrhenatherum elatius,29SQC49
Torilis arvensis,29SQC31
Bellardia trixago,29SQC44
Cytisus oromediterraneus,29TQE05
Salvia verbenaca,31TDF90
Trifolium resupinatum,30SYH15
Campanula rapunculus,29SQD42
Tragopogon porrifolius,29SQC45
Quercus canariensis,29SQC50
Aegilops geniculata,30SVG26
Polygala monspeliaca,29SQC54
Coincya monensis,29SQD16
Ornithopus compressus,29SPD45
Armeria pungens,29SNC23
Galium album,30STJ98
Daphne gnidium,30TTK73
Sherardia arvensis,30STJ86
Hypericum perfoliatum,29SQC37
Phagnalon saxatile,30SUH08
Trifolium medium,30TTP82
Polycarpon tetraphyllum,29SPC95
Lomelosia stellata,29SQC26
Ononis spinosa,29SQC37
Centaurea nigra,30TTP62
Silene psammitis,30TTK55
Briza maxima,30TTK73
Juncus capitatus,30STJ86
Sedum mucizonia,30SVG26
Geranium robertianum,30TTK55
Lathyrus pratensis,29SPB00
Carex echinata,30TTP82
Cyperus longus,29SPD89
Centaurea toletana,29SQC31
Cytisus scoparius,29SPC78
Malcolmia littorea,29SNC23
Trifolium angustifolium,29SQC26
Nardus stricta,30TTK75
Vulpia delicatula,30TTP62
Thymus mastichina,29SPC67
Malva tournefortiana,29SQD16
Juniperus oxycedrus,29TQE37
Tolpis umbellata,30STH33
Stellaria alsine,30TUK25
Cistus ladanifer,30STH57
Bromus intermedius,29SPB92
Salvia verbenaca,29SPD89
Malva lusitanica,29SQC36
Doronicum carpetanum,30TTK75
Cistus incanus,29SQC18
Arrhenatherum album,29SPD45
Campanula rapunculus,29SPD50
Vitis gmelinii,30SUJ81
Diplotaxis virgata,30TUL76
Daphne gnidium,30STJ86
Taxus baccata,29TPE27
Quercus faginea,29SNB25
Ornithogalum baeticum,29SQC26
Chamaemelum fuscatum,29SPD17
Crepis foetida,29SQD42
Bromus madritensis,29SPD45
Lamium maculatum,29TPE27
Hypochaeris glabra,29TQE37
Callitriche brutia,29SPD57
Tuberaria guttata,30SUJ43
Briza maxima,29SPD89
Plantago holosteum,30TTL73
Smyrnium olusatrum,29SQC06
Misopates calycinum,29SQC36
Silene gallica,29SPC96
Eryngium corniculatum,29SNA99
Coleostephus myconis,29SPD58
Trifolium angustifolium,30STH43
Thymus carnosus,29SNC23
Helictochloa bromoides,30SVG26
Agrostemma githago,30TTL74
Myosotis balbisiana,30STJ76
Carex flacca,29SMD93
Antirrhinum graniticum,30TTK56
Asphodelus macrocarpus,29SQC26
Anthoxanthum aristatum,29SQE20
Rhagadiolus edulis,29SQC31
Aegilops neglecta,29SPC96
Phalaris coerulescens,29SPD81
Centaurea ornata,29SPD18
Echium plantagineum,29SPD67
Carex divisa,29SNB87
Ornithopus compressus,29SQD00
Stipa lagascae,30TTL73
Arrhenatherum elatius,29TQE37
Saxifraga fragosoi,30TTK56
Thymus capitellatus,29SNC34
Lolium rigidum,30STJ57
Diplotaxis catholica,30SUH08
Phagnalon saxatile,29SPD74
Geranium rotundifolium,29SPC62
Trifolium campestre,29SQC16
Cistus populifolius,30SUJ21
Trifolium glomeratum,29SQD00
Genista florida,30TTK75
Hieracium murorum,30TTK55
Lupinus hispanicus,29SPD45
Cleome violacea,29SPD78
Silene latifolia,29TPE17
Lysimachia linum-stellatum,30STJ76
Stipellula parviflora,30SVJ68
Ventenata macra,29SQC16
Trifolium tomentosum,29SQC52
Juncus bufonius,29SPD55
Spergularia rubra,29SPC98
Agrostis castellana,30SUJ52
Conium maculatum,30TTP82
Lolium rigidum,30TTK74
Parapholis incurva,29SQC37
Centaurea benedicta,29SPD40
Papaver rhoeas,29SQC45
Eriophorum angustifolium,30TUK26
Equisetum ramosissimum,29SPD70
Brachypodium distachyon,30TTK76
Verbascum virgatum,29SQC32
Fraxinus angustifolia,30SUJ62
Leopoldia comosa,29SPD45
Rosa canina,29SPD70
Silene psammitis,29SQC31
Convolvulus meonanthus,29SQC37
Rumex bucephalophorus,29SQD42
Raphanus raphanistrum,30TTK94
Euphorbia lathyris,29SPD45
Pentaglottis sempervirens,30TTK55
Carex divulsa,30TTK94
Serapias lingua,30TTK63
Sonchus oleraceus,29SPD72
Trifolium subterraneum,29SQD00
Xeranthemum cylindraceum,30SWH48
Paronychia capitata,30SXH04
Thesium divaricatum,30TUK25
Helichrysum stoechas,29SPD18
Melilotus messanensis,30SVJ13
Verbena officinalis,29SQD42
Misopates calycinum,29SQC36
Nigella damascena,29SQC25
Crepis vesicaria,29SPC98
Centranthus calcitrapae,29SPD59
Carex echinata,30SUJ62
Misopates calycinum,29SQC36
Bellardia trixago,29SPD67
Anacyclus radiatus,29SPD50
Festuca ampla,30STK62
Plantago lagopus,29SPD83
Fumana thymifolia,29SQC28
Nepeta multibracteata,30SUJ23
Centaurium erythraea,29SQC45
Retama sphaerocarpa,29SQD31
Galium aparine,29SQC39
Aristolochia paucinervis,29SPC94
Rosa canina,30TTK94
Ventenata macra,30SUJ62
Crepis foetida,29SQC16
Verbascum sinuatum,29SPD70
Teucrium haenseleri,30STH33
Centaurium pulchellum,29SPD82
Pinus halepensis,29SPD70
Paronychia polygonifolia,29TPE26
Lepidium heterophyllum,30STJ76
Corrigiola telephiifolia,29TQE38
Nasturtium officinale,30TTK56
Torilis nodosa,29SQC16
Rhinanthus minor,30TUK26
Geranium purpureum,29SQC07
Scrophularia sambucifolia,30SWH30
Sixalix atropurpurea,29SPC94
Alyssum granatense,29SQC06
Taraxacum catalanum,29TPE16
Coronilla repanda,29SPC96
Gladiolus communis,29SQC24
Festuca patula,30SUJ21
Anthyllis lotoides,29SPD89
Ononis pinnata,29SPC93
Helichrysum italicum,29SQC09
Scrophularia reuteri,30TUK25
Cytisus baeticus,29SQD12
Lotus corniculatus,30TTK66
Phagnalon saxatile,29SPC62
Quercus faginea,29SPC96
Brachypodium distachyon,29SQC06
Veronica serpyllifolia,30TTP62
Eryngium bourgatii,30TTK75
Parietaria judaica,30TTP62
Senecio gallicus,30STJ96
Plantago lagopus,29SQC24
Moraea sisyrinchium,30STK70
Stipa juncea,30SXG39
Bromus hordeaceus,30STJ70
Silene scabriflora,29SNC14
Brachypodium distachyon,29SQB29
Arrhenatherum elatius,30STJ60
Viola canina,29TNH34
Festuca rivularis,29SNB43
Narcissus bulbocodium,29SPD82
Trifolium stellatum,29SPD70
Ornithopus pinnatus,29SPD64
Anacamptis collina,29SQC26
Athyrium felix-femina,29TQE37
Rhagadiolus stellatus,30STH62
Thymus capitellatus,29SNB13
Hyacinthoides hispanica,30TTK57
Genista hirsuta,29SPD80
Thymus zygis,29SQD01
Melica uniflora,30TTK74
Isoetes longissima,30STJ90
Poa supina,29SPD72
Teucrium haenseleri,30STH42
Spergularia rubra,29SQC41
Limodorum abortivum,29SNB82
Arabis juressi,30STJ98
Erodium cicutarium,29SQD44
Anthriscus caucalis,29SPC93
Ranunculus muricatus,30STH68
Stipa offneri,30SXH38
Ulex australis,29SMC85
Symphytum tuberosum,30TTK64
Cystopteris fragilis,30TTK84
Euphorbia segetalis,30STH62
Helianthemum salicifolium,29SQC45
Ornithogalum baeticum,30STJ60
Linaria spartea,30STH67
Neatostema apulum,29SQC43
Reichardia picroides,29SPC50
Fritillaria lusitanica,29SQC06
Geranium lucidum,30STK70
Verbascum simplex,29SQD44
Scrophularia sambucifolia,29SNB82
Viola riviniana,29TQE37
Gagea elliptica,29SQC21
Paeonia broteri,29SNB82
Coriandrum sativum,29SQD00
Juncus bufonius,29SQD11
Vitis vinifera,29SQC44
Tuberaria macrosepala,30STH87
Biscutella valentina,29SQD10
Serapias strictiflora,29SNC22
Lupinus mariae-josephae,29SQD00
Valerianella microcarpa,30STH42
Fumaria capreolata,29SPC93
Silene gallica,29SPD70
Lathyrus aphaca,29SPC94
Callitriche brutia,29SPC98
Galega cirujanoi,29SQC06
Sedum mucizonia,29TQE47
Pittosporum tobira,29SMC77
Gagea soleirolii,30TTK66
Illecebrum verticillatum,29SNB26
Lamium bifidum,30TTK63
Ventenata macra,29SQD20
Vicia peregrina,29SQD02
Serapias parviflora,29SPD80
Crepis vesicaria,31TDG30
Sesamoides purpurascens,29SQC53
Arrhenatherum album,30STH58
Silene littorea,29SNC12
Medicago polymorpha,29SPC94
Scilla verna,30STJ81
Osyris alba,29SQE21
Stipa capensis,29SPC43
Rhagadiolus stellatus,29SPD61
Plantago lagopus,30STJ70
Jasione montana,29SPC56
Lotus corniculatus,30TTK74
Lotus glareosus,29TPE85
Halimium umbellatum,29SQD44
Erica umbellata,29TPE75
Bombycilaena discolor,29SQC26
Allium paniculatum,29SQD00
Quercus pyrenaica,29SQD44
Calendula arvensis,29SQC21
Medicago polymorpha,30STJ50
Lamarckia aurea,29SQD21
Quercus lusitanica,29SQB09
Athyrium distentifolium,30TTK74
Gagea soleirolii,30TTK74
Raphanus raphanistrum,29SPC93
Bromus tectorum,29TQE35
Reichardia intermedia,29SQC26
Serapias lingua,29SQE51
Plantago afra,30STJ51
Catapodium rigidum,29SQC26
Crataegus monogyna,29SQD00
Ononis natrix,29SNB13
Cydonia oblonga,30STH68
Myosotis laxa,29SQD41
Raphanus raphanistrum,30STJ60
Stachys arvensis,29SQC31
Thymus zygis,29SQC26
Taraxacum duriense,29SMD93
Plantago coronopus,29SNC11
Plantago lagopus,29SQC53
Doronicum plantagineum,30TTK63
Linum bienne,29SQC41
Flueggea tinctoria,29SPD81
Scorpiurus muricatus,29SQC43
Rumex bucephalophorus,30STJ61
Medicago monspeliaca,29SPD61
Onobrychis humilis,30STH54
Lavandula stoechas,29SND81
Rumex roseus,29SPC20
Vitis rupestris,29SQC45
Lamarckia aurea,30STH62
Teesdalia nudicaulis,29TPE85
Primula veris,30TWM55
Stipa offneri,30SWJ70
Centaurea pullata,29SQD10
Phagnalon saxatile,29SPD89
Gagea lusitanica,30STH30
Onobrychis humilis,29SQC63
Narcissus bulbocodium,29TQE16
Cytisus striatus,29TPE75
Lavandula stoechas,29TQE46
Iberodes linifolia,29SQC06
Teucrium oxylepis,29SQC41
Thapsia villosa,29SQE21
Dipcadi serotinum,29SPD66
Stellaria alsine,29SQC45
Armeria genesiana,29SQD15
Rumex bucephalophorus,29TPE85
Anacyclus radiatus,29SQC44
Bromus madritensis,29SPC97
Campanula erinus,29SPC50
Narcissus triandrus,29SQC41
Gagea soleirolii,30TTK74
Plantago lagopus,29SPC97
Valerianella discoidea,29SQC26
Dianthus lusitanus,29SQC41
Acis trichophylla,29TPE95
Teucrium fruticans,30STH42
Lavandula pedunculata,29SNC14
Coincya transtagana,29SPD45
Ophrys fusca,29SQC35
Hypochaeris glabra,29SPC79
Linaria amethystea,29SQC43
Orobanche minor,29SQC41
Cystopteris fragilis,30TTK74
Serapias cordigera,29SNB22
Isopyrum thalictroides,30TWN23
Orchis mascula,29TPE85
Ophrys incubacea,29SQC45
Stipellula parviflora,30SWH85
Poterium sanguisorba,29TQE47
Mantisalca salmantica,29SQC35
Campanula erinus,30STH54
Populus nigra,29SPD81
Coriandrum sativum,29SPD70
Anthyllis vulneraria,29SNB45
Erodium alnifolium,29SNC12
Hyacinthoides hispanica,29SPC29
Cystopteris dickieana,29SQC31
Echium plantagineum,30STH52
Isoetes lacustris,30STJ90
Rumex crispus,29SPD81
Plantago lanceolata,29SPC94
Silene nocturna,29SQC36
Allium paniculatum,29SQC31
Poterium sanguisorba,29SPD46
Hyacinthoides hispanica,29TPE85
Eucalyptus camaldulensis,29SPC56
Marsilea strigosa,29SPC98
Stipa juncea,30SVF49
Teucrium oxylepis,29SQC41
Hypericum humifusum,29SPC56
Aristolochia paucinervis,30STH42
Cynara cardunculus,29SQD21
Callitriche brutia,30SUJ03
Andryala integrifolia,30SUH08
Arabis stenocarpa,30TTK57
Simethis mattiazzii,29SNB27
Halimium umbellatum,29SPB16
Serapias lingua,30TUK03
Lupinus gredensis,30TTK64
Ranunculus gramineus,30TTK74
Podospermum laciniatum,29SQD20
Cerastium glomeratum,29SPC29
Lysimachia linum-stellatum,29SQC41
Salvia verbenaca,29SPB29
Platanus orientalis,29SPD70
Fumaria officinalis,30TTK63
Lavandula stoechas,29SQC41
Allium sativum,29SQD00
Capsella bursa-pastoris,30STJ60
Ranunculus arvensis,29SQD11
Juniperus oxycedrus,29SNC14
Ranunculus pseudomillefoliatus,29SQC06
Narcissus triandrus,30TTK56
Coronilla juncea,29SQC06
Ruta montana,30STH52
Dipcadi serotinum,29TQE46
Lamium amplexicaule,30TTK66
Trifolium arvense,30STJ60
Hypochaeris radicata,30STH73
Crepis vesicaria,29SQC19
Petrorhagia nanteuilii,30SUH18
Euphorbia falcata,30STH62
Stipa tenacissima,30SWH66
Hedypnois rhagadioloides,29SPD61
Bombycilaena discolor,30STJ51
Phagnalon saxatile,31TBE87
Hypochaeris glabra,29SPC94
Poterium sanguisorba,30STH42
Coronilla repanda,30STH86
Vulpia unilateralis,30SUH08
Hakea sericea,29TPE75
Pinus pinaster,29TQE47
Anthyllis vulneraria,29SNB10
Suaeda vera,29SNC25
Betula pubescens,29TPE85
Ranunculus gramineus,30TTK74
Crataegus monogyna,29SPD80
Smilax aspera,29SQC41
Phelipanche ramosa,30STJ50
Hypochaeris glabra,29SQC04
Helianthemum aegyptiacum,29SQC51
Gagea soleirolii,30TTK66
Genista hirsuta,29SQC45
Plantago afra,29SPC97
Hyparrhenia hirta,30STH87
Chamaemelum fuscatum,29SPC38
Quercus rotundifolia,30STK60
Mentha suaveolens,29SQD44
Erica australis,30STH42
Callitriche stagnalis,30STH73
Viola kitaibeliana,29SQC31
Scorpiurus muricatus,29SQC19
Misopates orontium,29SPD89
Sonchus oleraceus,30STJ81
Reseda luteola,30STH88
Leopoldia comosa,29SQC21
Erodium moschatum,29SPC94
Viola riviniana,29SPD45
Linaria spartea,29SNC11
Ranunculus peltatus,30STH68
Salvia verbenaca,29SQC53
Stipa gigantea,29SNB42
Bromus tectorum,29SQD08
Stipellula capensis,29SPB37
Lupinus angustifolius,30STK70
Malcolmia triloba,29SPD89
Salvia verbenaca,30STH88
Carex divisa,29SQD15
Tuberaria lignosa,29SNB42
Phalaris brachystachys,30STJ60
Ranunculus arvensis,29SPD96
Gagea soleirolii,30TTK66
Senecio vulgaris,29SQD20
Sedum arenarium,29SQD20
Nasturtium officinale,29SNB85
Viola arvensis,29SQD44
Ulex genistoides,29SNC11
Rhus coriaria,29SPC94
Thymus zygis,30STJ70
Thymus zygis,29SPD80
Carrichtera annua,30SWG31
Viola arvensis,29SPD45
Callitriche brutia,30STH41
Lupinus angustifolius,29SPC94
Lavandula pedunculata,29SQB29
Ranunculus peltatus,30SUH37
Luzula forsteri,29SQC21
Anemone palmata,30STH67
Anthyllis lotoides,29SQC31
Silene colorata,29SQD01
Asarum europaeum,29SNC11
Dioscorea communis,29SQC06
Teucrium pseudochamaepitys,29SQC18
Bromus hordeaceus,30STJ90
Ranunculus bulbosus,29TPE85
Gladiolus italicus,30STJ62
Hedypnois rhagadioloides,29SPC56
Stipellula capensis,30STH42
Rhamnus lycioides,30STK60
Anthyllis vulneraria,29SNB13
Klasea pinnatifida,29SQC26
Ophrys apifera,29SPC97
Malva tournefortiana,30SUH08
Paeonia broteri,29SPD96
Thymus capitellatus,29SNC23
Viola riviniana,29TPE95
Quercus faginea,30STF87
Anacamptis pyramidalis,29SQC15
Sedum cespitosum,29SQC53
Halimium lasianthum,29TPE75
Serapias lingua,29SQD41
Lamium amplexicaule,30TTK56
Hippocrepis ciliata,29SQC26
Quercus rotundifolia,29TQE46
Ficaria verna,29SPC94
Aristolochia paucinervis,30STJ60
Melica minuta,29SQC04
Plantago lanceolata,29SPD36
Galium aparine,29SQC21
Euphorbia oxyphylla,30TTK66
Myosotis discolor,29SMD85
Serapias lingua,29SPB99
Glaucium corniculatum,29SQC26
Serapias cordigera,29SNB00
Callitriche stagnalis,29SPC94
Halimium umbellatum,30STH52
Orchis italica,29SNB71
Silene nocturna,29SQC18
Leopoldia comosa,30STH62
Linaria amethystea,29SQD11
Pulicaria odora,29SNB22
Bromus rubens,29SQC06
Narcissus triandrus,29SPD46
Gagea soleirolii,30TTK74
Narcissus triandrus,29SQC31
Raphanus raphanistrum,29TPE75
Anogramma leptophylla,30SUG39
Quercus faginea,29SNB82
Vicia disperma,29SQC41
Hypochaeris glabra,29SQD01
Scilla verna,30STJ83
Phalaris minor,30STH75
Stellaria media,30TTK74
Rostraria cristata,29SQC39
Reseda alba,30SYH15
Rhamnus oleoides,29SQC45
Vulpia myuros,30STJ60
Serapias lingua,29SPC73
Lamium amplexicaule,30TTK66
Hedypnois rhagadioloides,29SQC35
Silene vulgaris,29SPC14
Ranunculus gramineus,30TTK74
Allium roseum,29SQD00
Paeonia broteri,29SQC11
Anacamptis papilionacea,29SQC24
Sedum arenarium,30STJ50
Thymus zygis,29SQC12
Legousia hybrida,29SQD01
Dactylis glomerata,30SUH19
Brassica barrelieri,29TQE43
Plantago lagopus,30STJ70
Onobrychis humilis,29SQD15
Lolium multiflorum,29SQC57
Astragalus hamosus,29SPB29
Lunaria annua,29TQE04
Corrigiola telephiifolia,29SPD66
Antirrhinum meonanthum,29TPE85
Brassica oxyrrhina,29TQE43
Paronychia argentea,29SPB37
Lysimachia arvensis,29SPD61
Calendula arvensis,29SQC51
Anthyllis cornicina,30SUJ22
Scilla verna,29SQD41
Polygonum aviculare,29SQD11
Silene vulgaris,30STH88
Tolpis umbellata,29SQC41
Gagea elliptica,29SQC21
Cytisus striatus,29SQD00
Lavandula stoechas,29SPB94
Vulpia delicatula,30STH73
Asplenium trichomanes,30TTK74
Myosotis debilis,29SNB00
Fritillaria lusitanica,29SQC26
Mercurialis annua,29SQD44
Euphorbia exigua,29SQC45
Dryopteris dilatata,30TTK74
Filago pygmaea,30STH67
Cytisus multiflorus,30TTK57
Orlaya daucoides,30STK70
Glandora prostrata,29TQE47
Anchusa hybrida,29SQD44
Tuberaria lignosa,29SQC41
Viola riviniana,30TTK64
Senecio vulgaris,29TPE85
Lolium rigidum,29SQC19
Arnoseris minima,29TPE85
Mercurialis annua,30STH62
Asplenium trichomanes,30STJ98
Plantago bellardi,29SPB16
Taeniatherum caput-medusae,29SPC97
Hypochaeris glabra,29TPE84
Biscutella valentina,29SQC26
Quercus rotundifolia,29SQD00
Echium plantagineum,29SPD70
Medicago polymorpha,29SPC56
Plantago bellardi,29SQC40
Populus nigra,29SPD61
Juncus tenageia,30STJ90
Quercus faginea,30STF83
Geranium purpureum,29SQD20
Coronilla repanda,30STH76
Erodium botrys,29SPC93
Vicia benghalensis,30TVK28
Fumaria officinalis,29TPE75
Lotus corniculatus,29TPE75
Cytisus scoparius,29SQD44
Ranunculus arvensis,29TNH34
Malus sylvestris,29SPD92
Umbilicus rupestris,29SQC06
Bromus rubens,30STH68
Cynoglossum creticum,29SQD11
Filago pyramidata,30STH68
Stipa gigantea,29SQC41
Briza maxima,29SPC38
Thymus mastichina,30STJ50
Anacamptis collina,29SQC06
Spergularia rubra,29SQC53
Oenanthe crocata,30SUH18
Brassica barrelieri,29SQC21
Serapias lingua,30STK81
Matthiola tricuspidata,30SWG31
Myrtus communis,29SNB82
Crepis capillaris,29SPD89
Austrostipa pubescens,30SXH04
Lepidium heterophyllum,29TPE75
Trifolium subterraneum,29SPC73
Bromus diandrus,29SPD61
Leopoldia comosa,29SQD43
Armeria transmontana,29SPD55
Allium neapolitanum,29SQD05
Senecio gallicus,29TQE37
Avena barbata,29SQD08
Salix caprea,29TPE75
Serapias lingua,30TTK74
Geranium molle,29SQD11
Arbutus unedo,30SUH08
Cyperus rotundus,30STJ60
Hyparrhenia hirta,29SPD36
Valerianella microcarpa,29SQC45
Vicia lutea,29SQD44
Plantago lanceolata,29SPB99
Bromus hordeaceus,30STH42
Serapias strictiflora,29SQD34
Ophrys speculum,29SQC06
Scrophularia sublyrata,29SQD44
Coincya transtagana,29SPB01
Serapias strictiflora,29SQD41
Lunaria annua,30TTK74
Moricandia arvensis,30TTL73
Tuberaria lignosa,30STH42
Rhamnus oleoides,29SQC26
Fumaria capreolata,29TNH34
Tordylium officinale,29SPC97
Serapias strictiflora,29SPD81
Stellaria media,30STH42
Medicago rigidula,29SNB10
Euphorbia oxyphylla,30TTK66
Sinapis alba,29SQD00
Euphorbia falcata,29SPB37
Centranthus calcitrapae,30STH33
Bromus madritensis,29SPC56
Hakea sericea,29TPE75
Spergularia rubra,30STH89
Halimium calycinum,29SND81
Allium roseum,29SQC26
Viola canina,29TPE85
Logfia gallica,30SUH19
Betula pubescens,30TTK66
Ranunculus pseudomillefoliatus,30STH33
Salvia rosmarinus,30STH40
Ranunculus pseudomillefoliatus,29SQC24
Silene colorata,30STH88
Celtis australis,29SQC04
Cytisus scoparius,29SPD61
Bromus lanceolatus,29SPB06
Stipa tenacissima,30SVG83
Lavandula stoechas,29TQE47
Stipellula capensis,30STH58
Rumex bucephalophorus,29SQD21
Serapias perez-chiscanoi,30STJ95
Salvia verbenaca,29SQC11
Centaurea pullata,29SNB82
Bromus tectorum,29SPD81
Acer monspessulanum,29SMD93
Centaurea sphaerocephala,29SPB71
Sagina maritima,29TQE17
Cystopteris diaphana,29TQE05
Tamarix parviflora,30SWJ81
Cachrys sicula,29SPD95
Armeria hirta,29SQA42
Potentilla recta,30TTK74
Phlomis purpurea,29SQC40
Hedera helix,29TQE47
Carex divisa,30STH73
Echium plantagineum,29SPC56
Linum bienne,30SUH08
Anthemis arvensis,30STJ70
Hakea sericea,29TPE75
Tuberaria inconspicua,29SPD80
Lamium gevorense,29SQD44
Potentilla erecta,29TNH34
Phelipanche ramosa,29SQD20
Potentilla reptans,29SPC93
Trifolium glomeratum,30STH42
Ornithogalum baeticum,29SQC31
Sedum cespitosum,29TQE47
Rumex angiocarpus,29SNC87
Coriandrum sativum,30STH68
Bromus hordeaceus,30STH75
Senecio lividus,30TTK64
Leopoldia comosa,30STJ40
Nasturtium officinale,30STH99
Halimium ocymoides,29TQE46
Lysimachia arvensis,29SPD46
Fraxinus angustifolia,29TPE85
Thymus zygis,29SQC21
Serapias lingua,30TTK74
Stipa lagascae,30SWG48
Anemone palmata,30STH73
Hyparrhenia hirta,29SPC93
Phlomis purpurea,29SNB10
Calendula arvensis,29SQC31
Umbilicus horizontalis,29TPE85
Glaucium corniculatum,29SQC63
Aristolochia paucinervis,29SPC94
Oeosporangium hispanicum,30SUH08
Phillyrea latifolia,30STJ50
Coincya monensis,29TQE47
Tripodion tetraphyllum,29SNB82
Ornithopus compressus,29TQE05
Cistus populifolius,29SQC41
Dactylorhiza insularis,30SUJ07
Callitriche stagnalis,30STH73
Nigella damascena,30STH54
Sternbergia lutea,29SPD10
Briza maxima,29SQC04
Dactylis glomerata,29SPC67
Geranium dissectum,29SPC93
Senecio lividus,30STJ60
Glebionis segetum,29SNC87
Lavandula pedunculata,29SND81
Diplotaxis erucoides,29SQD20
Stipa tenacissima,30SUG94
Anacamptis morio,29SPD85
Taraxacum ochrocarpum,29SQC21
Carex divulsa,29TQE04
Sesamoides purpurascens,30SUH09
Narcissus odorus,29SQD44
Ranunculus neapolitanus,29SPC94
Cynara humilis,30STH40
Scorpiurus muricatus,29SNB82
Carex laevigata,29TPE85
Euphorbia exigua,29SQB59
Leopoldia comosa,30STH66
Fumaria officinalis,29SQD20
Ranunculus ophioglossifolius,29SQD41
Erigeron karvinskianus,29SPD70
Cystopteris fragilis,29TPE85
Linaria spartea,30STJ60
Castanea sativa,30TTK56
Conopodium majus,30TTK64
Papaver dubium,29SQD01
Leontodon longirostris,29SQC04
Arenaria montana,29TPE85
Orlaya daucoides,30SUJ07
Lamium amplexicaule,30TTK54
Thymus camphoratus,29SNC22
Serapias lingua,29SPC67
Gagea soleirolii,30TTK74
Trifolium stellatum,29SPC59
Calicotome villosa,30STE79
Stipa tenacissima,30SWJ70
Silene scabriflora,29SPD89
Thymus camphoratus,29SNC11
Juniperus oxycedrus,29TQE38
Arenaria montana,30TTK64
Geranium dissectum,29SPB94
Scrophularia scorodonia,29TQE05
Scrophularia canina,30STH67
Vicia sativa,30SUH19
Festuca durandoi,29SPD36
Leopoldia comosa,29SQC26
Lysimachia arvensis,29SPC93
